category,sign,video_id,video_path,rel_path,n_frames,out_name,status,miss_left_raw,miss_right_raw,miss_left_fixed,miss_right_fixed
Animals,3. Fish,MVI_3067,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3067.MOV,Animals/3. Fish/MVI_3067.MOV,83,Animals__3. Fish__MVI_3067.npy,skipped,,,,
Animals,3. Fish,MVI_3068,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3068.MOV,Animals/3. Fish/MVI_3068.MOV,74,Animals__3. Fish__MVI_3068.npy,skipped,,,,
Animals,3. Fish,MVI_3069,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3069.MOV,Animals/3. Fish/MVI_3069.MOV,69,Animals__3. Fish__MVI_3069.npy,skipped,,,,
Animals,3. Fish,MVI_3091,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3091.MOV,Animals/3. Fish/MVI_3091.MOV,85,Animals__3. Fish__MVI_3091.npy,skipped,,,,
Animals,3. Fish,MVI_3092,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3092.MOV,Animals/3. Fish/MVI_3092.MOV,83,Animals__3. Fish__MVI_3092.npy,skipped,,,,
Animals,3. Fish,MVI_3093,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_3093.MOV,Animals/3. Fish/MVI_3093.MOV,67,Animals__3. Fish__MVI_3093.npy,skipped,,,,
Animals,3. Fish,MVI_4152,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_4152.MOV,Animals/3. Fish/MVI_4152.MOV,65,Animals__3. Fish__MVI_4152.npy,skipped,,,,
Animals,3. Fish,MVI_4153,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_4153.MOV,Animals/3. Fish/MVI_4153.MOV,65,Animals__3. Fish__MVI_4153.npy,skipped,,,,
Animals,3. Fish,MVI_4154,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_4154.MOV,Animals/3. Fish/MVI_4154.MOV,60,Animals__3. Fish__MVI_4154.npy,skipped,,,,
Animals,3. Fish,MVI_8565,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_8565.MOV,Animals/3. Fish/MVI_8565.MOV,85,Animals__3. Fish__MVI_8565.npy,skipped,,,,
Animals,3. Fish,MVI_8566,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/3. Fish/MVI_8566.MOV,Animals/3. Fish/MVI_8566.MOV,77,Animals__3. Fish__MVI_8566.npy,skipped,,,,
Animals,4. Bird,MVI_3041,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/Extra/MVI_3041.MOV,Animals/4. Bird/Extra/MVI_3041.MOV,98,Animals__4. Bird__MVI_3041.npy,ok,28.0,11.0,16.0,0.0
Animals,4. Bird,MVI_3042,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/Extra/MVI_3042.MOV,Animals/4. Bird/Extra/MVI_3042.MOV,104,Animals__4. Bird__MVI_3042.npy,ok,15.0,9.0,0.0,0.0
Animals,4. Bird,MVI_3043,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/Extra/MVI_3043.MOV,Animals/4. Bird/Extra/MVI_3043.MOV,94,Animals__4. Bird__MVI_3043.npy,ok,19.0,5.0,6.0,0.0
Animals,4. Bird,MVI_3044,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/Extra/MVI_3044.MOV,Animals/4. Bird/Extra/MVI_3044.MOV,95,Animals__4. Bird__MVI_3044.npy,ok,18.0,8.0,8.0,0.0
Animals,4. Bird,MVI_3045,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/Extra/MVI_3045.MOV,Animals/4. Bird/Extra/MVI_3045.MOV,89,Animals__4. Bird__MVI_3045.npy,ok,22.0,11.0,12.0,0.0
Animals,4. Bird,MVI_2987,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_2987.MOV,Animals/4. Bird/MVI_2987.MOV,76,Animals__4. Bird__MVI_2987.npy,skipped,,,,
Animals,4. Bird,MVI_2988,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_2988.MOV,Animals/4. Bird/MVI_2988.MOV,83,Animals__4. Bird__MVI_2988.npy,skipped,,,,
Animals,4. Bird,MVI_2989,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_2989.MOV,Animals/4. Bird/MVI_2989.MOV,64,Animals__4. Bird__MVI_2989.npy,skipped,,,,
Animals,4. Bird,MVI_3011,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3011.MOV,Animals/4. Bird/MVI_3011.MOV,71,Animals__4. Bird__MVI_3011.npy,skipped,,,,
Animals,4. Bird,MVI_3012,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3012.MOV,Animals/4. Bird/MVI_3012.MOV,84,Animals__4. Bird__MVI_3012.npy,skipped,,,,
Animals,4. Bird,MVI_3013,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3013.MOV,Animals/4. Bird/MVI_3013.MOV,81,Animals__4. Bird__MVI_3013.npy,skipped,,,,
Animals,4. Bird,MVI_3037,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3037.MOV,Animals/4. Bird/MVI_3037.MOV,86,Animals__4. Bird__MVI_3037.npy,skipped,,,,
Animals,4. Bird,MVI_3038,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3038.MOV,Animals/4. Bird/MVI_3038.MOV,94,Animals__4. Bird__MVI_3038.npy,skipped,,,,
Animals,4. Bird,MVI_3040,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3040.MOV,Animals/4. Bird/MVI_3040.MOV,87,Animals__4. Bird__MVI_3040.npy,skipped,,,,
Animals,4. Bird,MVI_3070,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3070.MOV,Animals/4. Bird/MVI_3070.MOV,84,Animals__4. Bird__MVI_3070.npy,skipped,,,,
Animals,4. Bird,MVI_3071,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3071.MOV,Animals/4. Bird/MVI_3071.MOV,85,Animals__4. Bird__MVI_3071.npy,skipped,,,,
Animals,4. Bird,MVI_3072,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3072.MOV,Animals/4. Bird/MVI_3072.MOV,93,Animals__4. Bird__MVI_3072.npy,skipped,,,,
Animals,4. Bird,MVI_3094,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3094.MOV,Animals/4. Bird/MVI_3094.MOV,96,Animals__4. Bird__MVI_3094.npy,skipped,,,,
Animals,4. Bird,MVI_3095,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3095.MOV,Animals/4. Bird/MVI_3095.MOV,80,Animals__4. Bird__MVI_3095.npy,skipped,,,,
Animals,4. Bird,MVI_3096,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_3096.MOV,Animals/4. Bird/MVI_3096.MOV,85,Animals__4. Bird__MVI_3096.npy,skipped,,,,
Animals,4. Bird,MVI_4155,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_4155.MOV,Animals/4. Bird/MVI_4155.MOV,61,Animals__4. Bird__MVI_4155.npy,skipped,,,,
Animals,4. Bird,MVI_4156,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_4156.MOV,Animals/4. Bird/MVI_4156.MOV,66,Animals__4. Bird__MVI_4156.npy,skipped,,,,
Animals,4. Bird,MVI_4157,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_4157.MOV,Animals/4. Bird/MVI_4157.MOV,54,Animals__4. Bird__MVI_4157.npy,skipped,,,,
Animals,4. Bird,MVI_8567,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_8567.MOV,Animals/4. Bird/MVI_8567.MOV,73,Animals__4. Bird__MVI_8567.npy,skipped,,,,
Animals,4. Bird,MVI_8568,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/4. Bird/MVI_8568.MOV,Animals/4. Bird/MVI_8568.MOV,76,Animals__4. Bird__MVI_8568.npy,skipped,,,,
Animals,5. Cow,MVI_2990,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_2990.MOV,Animals/5. Cow/MVI_2990.MOV,73,Animals__5. Cow__MVI_2990.npy,skipped,,,,
Animals,5. Cow,MVI_2991,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_2991.MOV,Animals/5. Cow/MVI_2991.MOV,65,Animals__5. Cow__MVI_2991.npy,skipped,,,,
Animals,5. Cow,MVI_2992,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_2992.MOV,Animals/5. Cow/MVI_2992.MOV,91,Animals__5. Cow__MVI_2992.npy,skipped,,,,
Animals,5. Cow,MVI_3015,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3015.MOV,Animals/5. Cow/MVI_3015.MOV,99,Animals__5. Cow__MVI_3015.npy,skipped,,,,
Animals,5. Cow,MVI_3016,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3016.MOV,Animals/5. Cow/MVI_3016.MOV,100,Animals__5. Cow__MVI_3016.npy,skipped,,,,
Animals,5. Cow,MVI_3017,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3017.MOV,Animals/5. Cow/MVI_3017.MOV,91,Animals__5. Cow__MVI_3017.npy,skipped,,,,
Animals,5. Cow,MVI_3046,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3046.MOV,Animals/5. Cow/MVI_3046.MOV,78,Animals__5. Cow__MVI_3046.npy,skipped,,,,
Animals,5. Cow,MVI_3047,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3047.MOV,Animals/5. Cow/MVI_3047.MOV,109,Animals__5. Cow__MVI_3047.npy,skipped,,,,
Animals,5. Cow,MVI_3048,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3048.MOV,Animals/5. Cow/MVI_3048.MOV,123,Animals__5. Cow__MVI_3048.npy,skipped,,,,
Animals,5. Cow,MVI_3049,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3049.MOV,Animals/5. Cow/MVI_3049.MOV,100,Animals__5. Cow__MVI_3049.npy,skipped,,,,
Animals,5. Cow,MVI_3073,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3073.MOV,Animals/5. Cow/MVI_3073.MOV,87,Animals__5. Cow__MVI_3073.npy,skipped,,,,
Animals,5. Cow,MVI_3074,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3074.MOV,Animals/5. Cow/MVI_3074.MOV,84,Animals__5. Cow__MVI_3074.npy,skipped,,,,
Animals,5. Cow,MVI_3075,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3075.MOV,Animals/5. Cow/MVI_3075.MOV,84,Animals__5. Cow__MVI_3075.npy,skipped,,,,
Animals,5. Cow,MVI_3097,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3097.MOV,Animals/5. Cow/MVI_3097.MOV,76,Animals__5. Cow__MVI_3097.npy,skipped,,,,
Animals,5. Cow,MVI_3098,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3098.MOV,Animals/5. Cow/MVI_3098.MOV,77,Animals__5. Cow__MVI_3098.npy,skipped,,,,
Animals,5. Cow,MVI_3099,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_3099.MOV,Animals/5. Cow/MVI_3099.MOV,76,Animals__5. Cow__MVI_3099.npy,skipped,,,,
Animals,5. Cow,MVI_4158,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_4158.MOV,Animals/5. Cow/MVI_4158.MOV,59,Animals__5. Cow__MVI_4158.npy,skipped,,,,
Animals,5. Cow,MVI_4159,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_4159.MOV,Animals/5. Cow/MVI_4159.MOV,50,Animals__5. Cow__MVI_4159.npy,skipped,,,,
Animals,5. Cow,MVI_4160,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_4160.MOV,Animals/5. Cow/MVI_4160.MOV,57,Animals__5. Cow__MVI_4160.npy,skipped,,,,
Animals,5. Cow,MVI_8569,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_8569.MOV,Animals/5. Cow/MVI_8569.MOV,80,Animals__5. Cow__MVI_8569.npy,skipped,,,,
Animals,5. Cow,MVI_8570,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/5. Cow/MVI_8570.MOV,Animals/5. Cow/MVI_8570.MOV,75,Animals__5. Cow__MVI_8570.npy,skipped,,,,
Animals,6. Mouse,MVI_2993,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_2993.MOV,Animals/6. Mouse/MVI_2993.MOV,77,Animals__6. Mouse__MVI_2993.npy,skipped,,,,
Animals,6. Mouse,MVI_2994,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_2994.MOV,Animals/6. Mouse/MVI_2994.MOV,96,Animals__6. Mouse__MVI_2994.npy,skipped,,,,
Animals,6. Mouse,MVI_2995,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_2995.MOV,Animals/6. Mouse/MVI_2995.MOV,79,Animals__6. Mouse__MVI_2995.npy,skipped,,,,
Animals,6. Mouse,MVI_3018,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3018.MOV,Animals/6. Mouse/MVI_3018.MOV,89,Animals__6. Mouse__MVI_3018.npy,skipped,,,,
Animals,6. Mouse,MVI_3019,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3019.MOV,Animals/6. Mouse/MVI_3019.MOV,80,Animals__6. Mouse__MVI_3019.npy,skipped,,,,
Animals,6. Mouse,MVI_3020,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3020.MOV,Animals/6. Mouse/MVI_3020.MOV,70,Animals__6. Mouse__MVI_3020.npy,skipped,,,,
Animals,6. Mouse,MVI_3050,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3050.MOV,Animals/6. Mouse/MVI_3050.MOV,84,Animals__6. Mouse__MVI_3050.npy,skipped,,,,
Animals,6. Mouse,MVI_3051,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3051.MOV,Animals/6. Mouse/MVI_3051.MOV,69,Animals__6. Mouse__MVI_3051.npy,skipped,,,,
Animals,6. Mouse,MVI_3052,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3052.MOV,Animals/6. Mouse/MVI_3052.MOV,77,Animals__6. Mouse__MVI_3052.npy,skipped,,,,
Animals,6. Mouse,MVI_3076,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3076.MOV,Animals/6. Mouse/MVI_3076.MOV,79,Animals__6. Mouse__MVI_3076.npy,skipped,,,,
Animals,6. Mouse,MVI_3077,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3077.MOV,Animals/6. Mouse/MVI_3077.MOV,97,Animals__6. Mouse__MVI_3077.npy,skipped,,,,
Animals,6. Mouse,MVI_3078,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3078.MOV,Animals/6. Mouse/MVI_3078.MOV,83,Animals__6. Mouse__MVI_3078.npy,skipped,,,,
Animals,6. Mouse,MVI_3100,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3100.MOV,Animals/6. Mouse/MVI_3100.MOV,59,Animals__6. Mouse__MVI_3100.npy,skipped,,,,
Animals,6. Mouse,MVI_3101,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3101.MOV,Animals/6. Mouse/MVI_3101.MOV,64,Animals__6. Mouse__MVI_3101.npy,skipped,,,,
Animals,6. Mouse,MVI_3102,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_3102.MOV,Animals/6. Mouse/MVI_3102.MOV,58,Animals__6. Mouse__MVI_3102.npy,skipped,,,,
Animals,6. Mouse,MVI_4161,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_4161.MOV,Animals/6. Mouse/MVI_4161.MOV,60,Animals__6. Mouse__MVI_4161.npy,skipped,,,,
Animals,6. Mouse,MVI_4162,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_4162.MOV,Animals/6. Mouse/MVI_4162.MOV,58,Animals__6. Mouse__MVI_4162.npy,skipped,,,,
Animals,6. Mouse,MVI_4163,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_4163.MOV,Animals/6. Mouse/MVI_4163.MOV,51,Animals__6. Mouse__MVI_4163.npy,skipped,,,,
Animals,6. Mouse,MVI_8571,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_8571.MOV,Animals/6. Mouse/MVI_8571.MOV,84,Animals__6. Mouse__MVI_8571.npy,skipped,,,,
Animals,6. Mouse,MVI_8572,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/6. Mouse/MVI_8572.MOV,Animals/6. Mouse/MVI_8572.MOV,77,Animals__6. Mouse__MVI_8572.npy,skipped,,,,
Animals,7. Horse,MVI_2996,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_2996.MOV,Animals/7. Horse/MVI_2996.MOV,80,Animals__7. Horse__MVI_2996.npy,skipped,,,,
Animals,7. Horse,MVI_2997,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_2997.MOV,Animals/7. Horse/MVI_2997.MOV,77,Animals__7. Horse__MVI_2997.npy,skipped,,,,
Animals,7. Horse,MVI_2998,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_2998.MOV,Animals/7. Horse/MVI_2998.MOV,83,Animals__7. Horse__MVI_2998.npy,skipped,,,,
Animals,7. Horse,MVI_3021,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3021.MOV,Animals/7. Horse/MVI_3021.MOV,74,Animals__7. Horse__MVI_3021.npy,skipped,,,,
Animals,7. Horse,MVI_3022,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3022.MOV,Animals/7. Horse/MVI_3022.MOV,77,Animals__7. Horse__MVI_3022.npy,skipped,,,,
Animals,7. Horse,MVI_3023,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3023.MOV,Animals/7. Horse/MVI_3023.MOV,93,Animals__7. Horse__MVI_3023.npy,skipped,,,,
Animals,7. Horse,MVI_3053,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3053.MOV,Animals/7. Horse/MVI_3053.MOV,71,Animals__7. Horse__MVI_3053.npy,skipped,,,,
Animals,7. Horse,MVI_3054,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3054.MOV,Animals/7. Horse/MVI_3054.MOV,84,Animals__7. Horse__MVI_3054.npy,skipped,,,,
Animals,7. Horse,MVI_3055,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3055.MOV,Animals/7. Horse/MVI_3055.MOV,95,Animals__7. Horse__MVI_3055.npy,skipped,,,,
Animals,7. Horse,MVI_3079,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3079.MOV,Animals/7. Horse/MVI_3079.MOV,78,Animals__7. Horse__MVI_3079.npy,skipped,,,,
Animals,7. Horse,MVI_3080,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3080.MOV,Animals/7. Horse/MVI_3080.MOV,79,Animals__7. Horse__MVI_3080.npy,skipped,,,,
Animals,7. Horse,MVI_3081,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3081.MOV,Animals/7. Horse/MVI_3081.MOV,86,Animals__7. Horse__MVI_3081.npy,skipped,,,,
Animals,7. Horse,MVI_3103,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3103.MOV,Animals/7. Horse/MVI_3103.MOV,67,Animals__7. Horse__MVI_3103.npy,skipped,,,,
Animals,7. Horse,MVI_3104,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3104.MOV,Animals/7. Horse/MVI_3104.MOV,75,Animals__7. Horse__MVI_3104.npy,skipped,,,,
Animals,7. Horse,MVI_3105,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_3105.MOV,Animals/7. Horse/MVI_3105.MOV,64,Animals__7. Horse__MVI_3105.npy,skipped,,,,
Animals,7. Horse,MVI_4164,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_4164.MOV,Animals/7. Horse/MVI_4164.MOV,64,Animals__7. Horse__MVI_4164.npy,skipped,,,,
Animals,7. Horse,MVI_4165,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_4165.MOV,Animals/7. Horse/MVI_4165.MOV,58,Animals__7. Horse__MVI_4165.npy,skipped,,,,
Animals,7. Horse,MVI_4166,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_4166.MOV,Animals/7. Horse/MVI_4166.MOV,51,Animals__7. Horse__MVI_4166.npy,skipped,,,,
Animals,7. Horse,MVI_8574,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_8574.MOV,Animals/7. Horse/MVI_8574.MOV,58,Animals__7. Horse__MVI_8574.npy,skipped,,,,
Animals,7. Horse,MVI_8575,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/7. Horse/MVI_8575.MOV,Animals/7. Horse/MVI_8575.MOV,65,Animals__7. Horse__MVI_8575.npy,skipped,,,,
Animals,8. Animal,MVI_2999,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_2999.MOV,Animals/8. Animal/MVI_2999.MOV,104,Animals__8. Animal__MVI_2999.npy,skipped,,,,
Animals,8. Animal,MVI_3000,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3000.MOV,Animals/8. Animal/MVI_3000.MOV,116,Animals__8. Animal__MVI_3000.npy,skipped,,,,
Animals,8. Animal,MVI_3001,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3001.MOV,Animals/8. Animal/MVI_3001.MOV,104,Animals__8. Animal__MVI_3001.npy,skipped,,,,
Animals,8. Animal,MVI_3025,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3025.MOV,Animals/8. Animal/MVI_3025.MOV,107,Animals__8. Animal__MVI_3025.npy,skipped,,,,
Animals,8. Animal,MVI_3026,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3026.MOV,Animals/8. Animal/MVI_3026.MOV,125,Animals__8. Animal__MVI_3026.npy,skipped,,,,
Animals,8. Animal,MVI_3027,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3027.MOV,Animals/8. Animal/MVI_3027.MOV,106,Animals__8. Animal__MVI_3027.npy,skipped,,,,
Animals,8. Animal,MVI_3056,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3056.MOV,Animals/8. Animal/MVI_3056.MOV,107,Animals__8. Animal__MVI_3056.npy,skipped,,,,
Animals,8. Animal,MVI_3057,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3057.MOV,Animals/8. Animal/MVI_3057.MOV,97,Animals__8. Animal__MVI_3057.npy,skipped,,,,
Animals,8. Animal,MVI_3058,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3058.MOV,Animals/8. Animal/MVI_3058.MOV,90,Animals__8. Animal__MVI_3058.npy,skipped,,,,
Animals,8. Animal,MVI_3082,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3082.MOV,Animals/8. Animal/MVI_3082.MOV,100,Animals__8. Animal__MVI_3082.npy,skipped,,,,
Animals,8. Animal,MVI_3083,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3083.MOV,Animals/8. Animal/MVI_3083.MOV,108,Animals__8. Animal__MVI_3083.npy,skipped,,,,
Animals,8. Animal,MVI_3084,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3084.MOV,Animals/8. Animal/MVI_3084.MOV,107,Animals__8. Animal__MVI_3084.npy,skipped,,,,
Animals,8. Animal,MVI_3107,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3107.MOV,Animals/8. Animal/MVI_3107.MOV,104,Animals__8. Animal__MVI_3107.npy,skipped,,,,
Animals,8. Animal,MVI_3108,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3108.MOV,Animals/8. Animal/MVI_3108.MOV,108,Animals__8. Animal__MVI_3108.npy,skipped,,,,
Animals,8. Animal,MVI_3109,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_3109.MOV,Animals/8. Animal/MVI_3109.MOV,103,Animals__8. Animal__MVI_3109.npy,skipped,,,,
Animals,8. Animal,MVI_4167,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_4167.MOV,Animals/8. Animal/MVI_4167.MOV,76,Animals__8. Animal__MVI_4167.npy,skipped,,,,
Animals,8. Animal,MVI_4168,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_4168.MOV,Animals/8. Animal/MVI_4168.MOV,79,Animals__8. Animal__MVI_4168.npy,skipped,,,,
Animals,8. Animal,MVI_4169,/Users/yamini/Desktop/projects/ISL PROJECT/include_videos/Animals/8. Animal/MVI_4169.MOV,Animals/8. Animal/MVI_4169.MOV,77,Animals__8. Animal__MVI_4169.npy,skipped,,,,
